127,구조조정기금,3,0,0,6,41,1,3,-2,-1
128,국제은행대출,0,0,0,0,0,0,0,0,0
129,귀족 마케팅,41,0,-2,-1,-2,0,-2,-3,-2
130,규모의 불일치,50,-2,1,2,1,0,3,4,0
131,규제적 유동성관리비율,0,0,0,0,0,0,0,0,0
132,균형성과기록표,0,0,0,0,0,0,0,0,0
133,그로스 해킹,40,-3,-2,1,-2,-3,-2,-2,-1
134,그린 보틀,63,-2,-4,-4,3,-5,1,4,-2
135,그린워시,2,1,2,0,1,0,3,0,0
136,그린필드형 투자,27,9,1,-3,1,-3,-3,-3,-2
137,근로소득,3533,-24,-84,31,8,-53,-87,-59,13
138,근로소득세,482,11,-8,44,-27,1,13,6,-8
139,근로소득세액공제제도,0,0,0,0,0,0,0,0,0
140,근로소득지급조서,0,0,0,0,0,0,0,0,0
141,근로자파견법,3,0,0,1,0,1,0,0,0
142,근로장려금,1119,23,-48,-18,-17,-63,-28,-38,-34
143,글로벌 가치사슬,1179,11,3,17,17,140,39,31,-35
144,글로벌 소싱,951,-30,-25,-22,-30,-10,-16,6,-15
145,글로컬리제이션,24,-2,11,-1,-3,-2,-1,-1,-2
146,금리개정 갭 모형,0,0,0,0,0,0,0,0,0
147,금리민감부채,0,0,0,0,0,0,0,0,0
148,금리민감자산,43,-2,-2,1,-1,-2,2,-1,4
149,급부 및 반대급부의 원칙,1,0,0,0,0,0,0,0,0
150,긍정적 나비효과,75,-4,3,-2,-1,-2,-1,-3,-2
151,기간보험료법,0,0,0,0,0,0,0,0,0
152,기록물 조사권 조항,0,0,0,0,0,0,0,0,0
153,기술평가시스템,77,-3,12,-7,7,6,-1,4,-6
154,기업결합,1768,24,-48,-5,181,-59,84,42,-56
155,기업경기실사지수,943,-9,38,25,67,49,-44,-10,-6
156,기업공개,5585,-153,-102,-103,-85,-80,137,255,161
157,기업구조조정리츠,5,0,0,1,0,0,1,1,0
158,기업구조조정전문회사,5,0,1,0,0,0,2,2,-1
159,기업구조조정촉진법,39,-1,-3,-3,1,1,-3,11,-1
160,기업구조조정투자회사,0,0,0,0,0,0,0,0,0
161,기업도시,1111,-6,-19,-23,29,-22,16,24,-32
162,기업어음,616,-17,-12,524,451,167,82,63,-44
163,기업인수ㆍ합병,27,-2,-2,-1,-2,-2,-1,-2,0
164,기업지배구조,1495,-41,-27,145,-76,-102,1,-62,-40
165,기업지원 단일창구서비스,0,0,0,0,0,0,0,0,0
166,기업특별회계,98,-1,-3,11,-5,-6,0,1,-7
167,기업환경평가,64,-5,-3,-5,-2,-4,-3,-2,-1
168,기초 균형 환율,46,-1,-3,-4,-2,2,-1,-1,-1
169,긴급조정권,3,0,0,0,0,0,0,0,0
170,나노 경영,798,27,28,11,-34,-9,40,-3,29
171,납입자본이익률,0,0,0,0,0,0,0,0,0
172,내부 신용보강장치,0,0,0,0,0,0,0,0,0
173,내부 유동성비율,3,0,0,1,3,5,2,0,-1
174,내부거래,1246,-20,-24,14,-40,3,22,-32,-5
175,내부수익률,292,-6,-14,-17,-11,-9,-8,-1,-4
176,내부자거래,141,-10,-3,-3,-1,-6,-6,2,6
177,내부통제제도,59,1,-3,-3,-5,-4,-4,-2,-3
178,내생적 성장이론,23,1,1,0,-1,-1,-2,-1,-2
179,내재가치,176,-1,5,0,13,-12,-3,2,-6
180,넛지 마케팅,11,-1,0,-1,0,2,5,1,0
181,넷샵,2,0,3,0,0,0,0,0,0
182,노동3법,3,0,0,0,1,2,8,7,-1
183,노동기본권,869,-59,-46,-30,-18,-33,-30,-33,-48
184,노동쟁의,605,-37,-41,-41,-13,-33,-34,-24,-18
185,노동쟁의조정,120,-10,-8,-7,-8,-7,-7,-5,4
186,노동집약도,150,-2,-8,-9,-7,0,5,8,2
187,노무비,557,-19,4,44,-21,-2,7,12,23
188,노사자치주의,2,0,0,0,0,0,0,0,0
189,노조전임자,94,-8,-6,-7,-6,-4,11,-1,-3
190,녹다운방식,0,0,0,0,0,0,1,0,0
191,누드 마케팅,16,3,1,-1,-1,-2,0,-1,0
192,누적초과손해액 재보험,0,0,0,0,0,0,0,0,0
193,뉴미디어마케팅,4,2,0,0,0,0,0,0,7
194,다국적기업,1375,-23,-13,-42,-36,11,-10,-15,1
195,다변량판별모형,0,0,0,0,0,0,0,0,0
196,다연생보험,0,0,0,0,0,0,0,0,0
197,다운사이징,234,-3,17,36,2,2,-6,-1,-15
198,다자간상계,1,0,0,0,0,0,0,0,0
199,단결권,659,-46,-32,-33,-30,-8,-6,4,-31
200,단순자기자본,9,-1,0,-1,-1,-1,-1,-1,-1
201,단일청구기간 풋,0,0,0,0,0,0,0,0,0
202,단체교섭권,349,-23,-15,-16,-16,1,0,28,-8
203,단체보험,285,-2,30,41,17,-8,16,11,-10
204,단체행동권,286,-19,-7,-10,-11,-12,-6,-11,32
205,단체협약,4351,-131,-226,-150,-212,-201,-155,-126,-132
206,담보물,398,-9,23,9,13,-11,11,-4,-5
207,당기순이익,20460,-808,590,-789,-508,-575,-1296,-768,-584
208,대규모 내부거래 공시제도,10,-1,-1,8,0,-1,-1,-1,-1
209,대규모기업집단,70,-2,3,0,-4,-4,2,-5,13
210,대위의 원칙,59,-2,0,6,20,19,-1,-4,0
211,대차대조표 ,536,-26,-29,-17,-10,-2,-16,27,-14
212,대체위험재무관리,0,0,0,0,0,0,0,0,0
213,대체위험전가,74,-4,-4,-4,-4,-2,-4,-1,4
214,델파이기법,10,-1,1,1,-1,2,4,-1,-1
215,도관회사,13,-1,-1,-1,-1,-1,-1,-1,1
216,도매은행제도,0,0,0,0,0,0,0,0,0
217,독립채산제,78,0,-5,-4,-1,-5,0,2,-4
218,독자적 변동환율제도,0,0,0,0,0,0,0,0,0
219,동기-위생이론,2,0,0,0,0,0,0,0,0
220,듀레이션,303,4,-12,-3,-16,-11,-11,-16,-6
221,듀레이션,303,4,-12,-3,-16,-11,-11,-16,-6
222,듀퐁분석,0,0,0,0,1,0,0,0,0
223,디벨로퍼,1172,-2,5,22,-39,-1,-29,8,-22
224,디자인경영,306,-9,32,-2,-21,-13,-6,-7,-9
225,레드오션,429,4,-15,-23,-16,-5,-6,-5,-12
226,레버리지 효과,848,2,-9,12,43,14,9,-5,-13
227,레버리지매수,1,0,0,0,3,0,0,0,5
228,레인지 포워드,1,0,0,0,1,0,0,0,0
229,레트로 요율산정안,0,0,0,0,0,0,0,0,0
230,로스리더,3,0,0,0,0,1,0,0,0
231,로열티,2757,-97,-93,-16,-53,-46,-47,-3,-23
232,로이드법,0,0,0,0,0,0,2,0,0
233,롤오버 스왑,4,0,0,1,0,0,0,0,0
234,리베이트,1593,-5,-61,53,-65,-70,-65,-16,-64
235,리쇼어링,225,-8,0,20,61,517,533,295,8
236,리스 ,193547,-3366,-6165,-4539,-4979,-5083,-3458,-4073,-4478
237,리스제도,2,0,0,0,0,0,1,2,0
238,리콜,3023,-63,-95,-76,-109,-52,-94,-36,-104
239,린 생산방식,8,-1,0,-1,-1,-1,-1,1,-1
240,마스터프랜차이즈,73,-3,-4,-4,-2,-5,-4,-5,-3
241,마켓드리븐회사,0,0,0,0,0,0,0,0,0
242,매출채권처분손실,0,0,0,0,0,0,0,0,0
243,매칭펀드,349,-8,25,1,20,11,-6,6,-15
244,매트릭스 조직,162,-1,-3,-5,-8,-5,-9,-6,-9
245,메이드 위드 차이나,8,-1,-1,-1,-1,0,0,0,0
246,명시보증,1,0,0,0,1,0,0,0,1
247,모바일커머스,127,-11,-6,-5,-9,-8,-7,-7,-5
248,무담보콜,0,0,0,0,0,0,0,0,0
249,문화접대비,18,-2,-1,-1,2,-1,-1,0,3
250,미디어렙,158,-5,-3,13,0,-8,-8,-7,-7
251,미래부채,13,0,-1,-1,0,-1,-1,-1,-1
252,미스터리 쇼핑,241,34,5,-12,-1,-2,-8,21,3
253,미시건전성 규제,0,0,0,0,0,1,0,0,0
254,바이러스 마케팅,116,47,732,860,725,683,513,431,305
255,바이럴 마케팅,421,132,-8,-12,-9,-12,-18,-23,-9
256,바이아웃 펀드,154,1,-4,-6,0,-5,8,4,-8
257,반대방향거래,1,0,0,0,0,0,0,0,0
258,발견주의 담보,0,0,0,0,0,0,0,0,0
259,발생주의 정부회계제도,1,0,0,0,0,0,0,0,0
260,방카 채널,181,-3,-7,-10,-2,3,0,-1,21
261,배당기준일,403,25,665,165,-87,-67,-44,-42,-45
262,배당의 역설,44,5,2,3,4,-2,1,1,-5
263,백기사,328,22,19,51,-18,-1,-26,-24,-21
264,백오더,6,3,0,1,0,-1,-1,0,0
265,밸류에이션,4149,-80,-140,-83,-114,-52,34,-5,1
266,법인기업통계,14,-1,-1,2,-1,-1,0,-1,-1
267,법정관리,1155,-62,-37,-20,16,16,-24,59,25
268,법정근로시간,168,0,-9,-2,-10,-10,-9,-11,-6
269,벤처캐피탈,2661,-42,-68,-103,-31,-31,110,34,-28
270,벤처펀드,1155,44,-24,-45,-7,-52,-33,-10,-14
271,벤치마킹,8553,-89,-297,-335,-208,-306,-162,-219,-281
272,벨크로 조직,2,1,0,0,0,2,0,0,0
273,변태설립,1,0,0,0,0,0,0,0,0
274,병행수입,172,-8,-8,5,-8,-1,5,10,4
275,보험개발원 구득요율,0,0,0,0,0,0,0,0,0
276,보험연계증권화,0,0,0,0,0,0,0,0,0
277,복수청구기간 풋,0,0,0,0,0,0,0,0,0
278,복식부기,76,-2,2,-3,-6,1,-5,-3,-5
279,부가가치,18863,-144,-263,-227,-163,31,68,265,-362
280,부도유예협약,3,0,0,1,0,0,0,0,0
281,부외 금융,62,-4,-4,7,-4,-5,-1,8,-4
282,부채출자전환,1,0,0,0,0,0,0,1,0
283,분사경영 ,1,0,2,0,0,0,0,0,0
284,분식회계,3872,-120,-207,-230,-217,20,186,-161,-221
285,분쟁해결조항,3,0,0,0,0,1,1,0,1
286,불공정거래행위,490,33,81,24,16,20,20,55,-1
287,뷰카,15,8,-1,-1,2,1,3,0,-2
288,브랜드 챔피언,1052,-32,-18,-59,-42,-4,-23,-11,-23
289,블루오션,1464,-38,-54,-58,-59,-28,-28,6,-34
290,비공개 유한회사,16,-1,-1,-1,-1,-1,-1,-1,0
291,비과도성의 원칙,0,0,0,0,0,0,0,0,0
292,비대칭 정보,1000,-35,-25,-32,-37,-24,-4,5,6
293,비례특약재보험,0,0,0,0,0,0,0,0,0
294,비정규직근로자,246,-12,-18,8,-8,-8,-4,-4,-8
295,비즈니스 프로세스 아웃소싱,34,0,0,-2,-2,1,-3,4,0
296,비포서비스,37,-1,-1,-2,-2,-2,2,2,3
297,빅베스,4,0,0,2,0,1,0,0,1
298,뿌리산업,1144,-32,-35,-15,-41,21,-7,23,-42
299,사금융양성화관계 3법,0,0,0,0,0,0,0,0,0
300,사내 벤처,1883,8,-74,8,-54,6,-1,26,-53
301,사내 하도급,282,-7,8,-16,-4,-12,0,-5,-15
302,사양산업,338,-14,-18,-16,-14,-3,-5,-1,-7
303,사외이사제,32,9,1,0,9,3,0,-2,-4
304,사일로 현상,80,1,-5,-4,-3,-3,-4,5,-5
305,사전적 도덕적 해이,4,0,0,0,1,1,1,1,0
306,사후적 도덕적 해이,5,0,1,0,2,0,2,0,-1
307,산업클러스터,1047,5,-52,3,-30,-4,-24,-13,15
308,상당한 주의의무,40,-3,2,-3,-1,-2,-3,-3,-2
309,상속대책,1,1,0,0,0,0,0,0,0
310,상시구조조정,6,1,0,-1,-1,0,0,0,0
311,상시근로자ㆍ상용근로자,0,0,0,0,0,0,0,0,0
312,상여금,3377,49,-134,-42,-39,-151,-169,-93,-41
313,생계형 채무,72,-6,-6,-4,2,-4,-1,-5,-1
314,생태산업단지,106,2,-5,-4,6,-3,3,2,2
315,서민 조합,1485,-35,-29,-20,-18,-35,38,44,35
316,서비스드 오피스,42,-4,-2,-3,-3,10,0,-3,0
317,서핑포인트,14,-1,-1,4,-1,1,-1,1,1
318,선매품,1,0,0,0,0,0,0,0,0
319,선발 주자의 이익,17,0,-1,1,1,0,1,0,0
320,선-선 스왑,0,0,0,0,0,0,0,0,0
321,선수금 환급보증,179,-13,-12,-12,18,-7,-7,-8,-10
322,선의계약성,0,0,0,0,0,0,0,0,0
323,세계공항서비스대상,0,0,0,0,0,0,0,0,0
324,세계한상대회,195,-12,-13,-14,-12,-8,-8,-12,-10
325,세그먼트 마케팅,88,3,4,-4,-5,-3,-1,2,1
326,센트 마케팅,757,1,-26,-27,-3,-1,-8,12,-2
327,소급형 담보,0,0,0,0,0,0,0,0,0
328,소모성자재구매대행,43,0,-2,-2,-3,-3,-3,-3,-2
329,소셜덤핑,0,0,0,0,0,0,0,0,0
330,소셜쇼핑,0,1,0,0,0,0,0,0,0
331,소손해,0,0,0,0,0,0,0,0,0
332,소액 대출,1798,-24,-26,138,12,-60,3,9,-49
333,소유지배도괴리,6,0,1,0,0,0,0,0,0
334,속물효과,1,0,0,0,0,0,0,0,0
335,손금산입,117,5,5,16,-11,-9,1,-1,-3
336,손실전보,0,0,0,0,0,0,0,0,0
337,손익분기점,1544,-5,-1,26,-18,-39,-39,-17,-4
338,수동적 보유,90,-6,-3,-3,3,0,3,4,-4
339,수의매매,25,0,-2,4,-2,2,1,-1,-2
340,수재,5103,608,193,-261,-68,-198,-107,-80,2057
341,수탁고,453,12,14,-5,-11,-14,8,-7,-31
342,수표신용,7,-1,-1,2,-1,-1,-1,0,0
343,수확체감의 법칙,4,2,1,0,2,1,1,-1,-1
344,순환출자,429,47,-19,-26,-30,-12,-6,-20,-19
345,스몰캡,219,-6,-13,-4,1,-3,3,-5,1
346,스컹크 워크,1,0,0,0,0,0,0,0,0
347,스톡옵션,817,35,-35,8,-32,13,11,10,32
348,스톡옵션형우리사주제,0,0,0,0,0,0,0,0,0
349,스핀오프,633,-8,-12,-12,-9,23,-21,4,14
350,시너지,29943,-107,-513,-596,-511,-259,67,-23,-349
351,시장세분화,7,-1,0,-1,0,-1,-1,1,-1
352,식스시그마,22,4,-2,8,-2,0,-1,-1,-2
353,신생 기업,5598,-50,-253,-263,-194,-187,-66,-46,-184
354,신수종사업,100,4,-3,-5,-2,2,-4,3,-2
355,신용 바스켓 스왑,0,0,0,0,0,0,0,0,0
356,신용 스프레드 옵션,16,-1,0,7,-1,-2,-2,-1,-1
357,신용경색,75,-2,-4,315,111,-1,-14,-24,-21
358,신용보완,1,1,0,1,1,0,0,0,1
359,신용붐,0,0,0,0,0,0,0,0,0
360,신용평점모형,0,0,0,0,0,0,0,0,0
361,신의성실,484,-1,-22,-31,-23,-25,-2,22,42
362,신주상장,627,-13,-36,-16,-13,21,29,4,-21
363,신주인수선택권,6,1,-1,1,7,-1,-1,1,0
364,싱귤래리티,163,-7,-10,-11,-8,3,-1,-4,-7
365,쌍무계약,4,0,0,0,0,0,1,1,1
366,아메바경영,10,1,-1,0,-1,-1,0,-1,-1
367,아웃소싱,813,-21,-15,-5,9,5,2,65,9
368,아이들코스트,0,0,0,0,0,0,0,0,0
369,안돈,42,-3,-3,1,1,0,-2,2,-2
370,앰부시 마케팅,2,0,0,0,0,2,0,0,3
371,약속보증,11,-1,-1,5,0,0,-1,-1,-1
372,약자의 역설,41,3,-1,5,-2,-1,5,4,4
373,어닝서프라이즈,574,-14,-5,-32,4,21,-39,79,72
374,어닝쇼크,2104,-107,-75,-134,-53,-28,-119,-100,-101
375,어닝시즌,363,1,-21,-26,19,-13,-16,51,-23
376,언더라이팅 위험,53,4,2,-1,-5,-2,-2,-2,4
377,얼리어답터,259,-12,6,-1,-14,-5,-10,-2,-10
378,업무연속성계획,5,0,7,49,0,1,2,-4,0
379,에너지절약전문기업,33,-3,-3,-2,0,0,1,-2,6
380,에버그린 조항,0,0,0,0,0,0,3,0,0
381,엑시트,1989,-63,-96,-96,-90,-79,-19,-67,-90
382,엔젤산업,11,-1,-1,-1,1,-1,-1,-1,0
383,엔젤투자,759,32,-35,-15,-24,13,-19,9,-26
384,엔지니어드 스왑,0,0,0,0,0,0,0,0,0
385,여왕벌신드롬 ,0,0,0,0,0,0,0,0,0
386,역마진 리스크,54,13,0,13,1,1,-2,4,1
387,역외가공지역,2,0,0,0,0,1,0,0,0
388,역외보험,0,0,0,0,0,19,3,3,-1
389,역위기상황분석,0,0,0,0,0,0,0,0,0
390,역진전 준비금 담보,0,0,0,0,0,0,0,0,0
391,역혁신,2432,-15,-43,-62,-37,-10,50,189,-44
392,연결재무제표,1989,-103,-78,-40,-56,-41,-113,-58,-40
393,연차유급휴가,99,-2,-2,22,11,3,-5,13,3
394,영업용 순자본 비율,109,6,-3,23,5,-3,-8,-3,4
395,영업이익,64696,-1889,173,-2688,-1339,-1014,-3167,-1474,-1079
396,예상손해율법,0,0,0,0,0,0,0,0,0
397,예정이익상실보험,0,0,0,0,0,0,0,0,0
398,예치 보험료,30,-2,8,1,2,1,6,21,-2
399,오기 및 탈루 조항,0,0,0,0,0,0,0,0,0
400,오프쇼어링,26,-2,0,-1,10,19,15,5,-4
401,외감법인,22,-1,6,11,0,1,10,3,-2
402,외국인 직접투자,1209,56,-52,-26,-13,-3,-23,8,-64
403,외상매입금,7,-1,0,0,-1,-1,-1,1,-1
404,요율보정계수,0,0,0,0,0,0,0,0,0
405,요즈마펀드,25,4,1,-2,-2,-1,7,1,-1
406,우리사주제도,42,-4,-3,-3,-3,-3,3,0,-2
407,우버 모멘트,5,0,0,0,0,0,0,0,0
408,우산방식협력,0,0,0,0,0,0,0,0,0
409,우연적 계약,1,1,0,0,0,1,0,0,0
410,우회상장,492,-32,-30,-15,-21,-20,-15,-26,-21
411,운전자금,1317,39,21,82,118,10,10,-26,53
412,운전자본소요액,0,0,0,0,0,0,0,0,0
413,워케이션,2,0,1,0,0,0,5,8,3
414,워크아웃,807,-43,-42,9,47,-27,-29,-4,-31
415,원가우위,9,-1,-1,-1,-1,0,-1,-1,-1
416,위험관리,1199,30,25,-16,-20,10,12,0,1
417,위험조정수익,33,0,-2,0,-3,-2,-2,-1,0
418,유니온 숍,5,0,0,0,0,0,0,0,0
419,유사수신행위,302,-21,-9,-5,-13,-18,0,3,-6
420,유연근무제,1226,-36,107,252,65,24,-12,-31,-22
421,유턴기업,489,-24,5,-16,21,100,319,162,2
422,유한회사,1624,-54,-20,-44,-36,9,-26,-75,-49
423,유형자기자본,6,0,0,0,0,0,0,0,0
424,을종근로소득,0,0,0,0,0,0,0,0,0
425,의제배당,20,-1,-2,0,1,0,0,-2,0
426,이노비즈,805,1,20,-35,-3,-27,-19,-8,-11
427,이득금지의 원칙,1,0,0,0,1,0,0,0,0
428,이매뉴팩처링,18,-2,1,2,-1,-2,-1,0,-1
429,이벤트 카탈로그,22,0,-2,-1,5,4,2,-1,2
430,이연법인세,37,-2,6,-1,-1,2,7,-2,0
431,이익배당 ,231,-1,6,9,-7,-2,4,6,-16
432,이자보상배율,274,-18,-20,-10,-7,-7,25,19,-14
433,이전가격,218,-1,-1,-4,-5,3,22,2,9
434,익스포저,206,6,4,4,17,9,2,-5,-3
435,인버전,7,-1,-1,0,0,0,0,2,33
436,인수합병,8426,-56,-241,-141,-124,-203,36,156,-61
437,인적분할ㆍ물적분할,0,0,0,0,0,0,0,0,0
438,인포머셜,5,0,0,0,0,0,3,3,-1
439,인프라펀드 회사,66,11,-3,-2,-3,-3,1,7,27
440,일시정지제도,6,0,0,45,-2,-3,-2,-3,-3
441,일용직근로자 고용보험,9,-1,-1,2,12,0,0,1,-2
442,임금격차,1209,-29,3,-56,-45,-40,-42,-41,-46
443,임금채권보장제도,7,0,-1,-1,-1,0,0,1,0
444,임파워먼트,42,1,-2,-4,0,-2,3,1,-2
445,입찰,19355,-422,-267,-50,110,-110,-64,-106,-470
446,잉여현금흐름,218,0,19,3,-2,-9,-7,-8,-8
447,자가율,5,2,-1,1,0,-1,-1,3,-1
448,자금중개회사,1,0,0,0,0,0,0,0,0
449,자기시장잠식,778,-10,-34,-27,-31,-25,-30,-13,-8
450,자기융자,5948,158,619,1010,491,-70,23,-89,19
451,자기자본,20099,-1216,-1056,-739,-523,-465,-422,-654,-967
452,자기자본매매,2,0,0,0,0,0,0,0,0
453,자기자본비율,651,-30,3,49,15,2,-4,-15,1
454,자기주식,1649,-35,-6,61,-24,-71,-53,-66,-17
